2theta,Intensity
2.014130280,29945.0
2.040390845,28861.0
2.066651410,27923.0
2.092911975,26491.0
2.119172540,25549.0
2.145433105,24696.0
2.171693670,23836.0
2.197954235,23239.0
2.224214800,22408.0
2.250475365,21808.0
2.276735930,20897.0
2.302996495,20307.0
2.329257060,19905.0
2.355517625,19561.0
2.381778190,18528.0
2.408038755,18353.0
2.434299320,17805.0
2.460559885,17395.0
2.486820450,16943.0
2.513081015,16566.0
2.539341580,16178.0
2.565602145,15821.0
2.591862710,15346.0
2.618123275,15070.0
2.644383840,14601.0
2.670644405,14357.0
2.696904970,14165.0
2.723165535,13962.0
2.749426100,13532.0
2.775686665,13333.0
2.801947230,13105.0
2.828207795,12989.0
2.854468360,12602.0
2.880728925,12454.0
2.906989490,12456.0
2.933250055,12056.0
2.959510620,11853.0
2.985771185,11616.0
3.012031750,11557.0
3.038292315,11615.0
3.064552880,11202.0
3.090813445,10914.0
3.117074010,10830.0
3.143334575,10929.0
3.169595140,10742.0
3.195855705,10497.0
3.222116270,10511.0
3.248376835,10462.0
3.274637400,10344.0
3.300897965,10188.0
3.327158530,10226.0
3.353419095,10155.0
3.379679660,10055.0
3.405940225,10026.0
3.432200790,9898.0
3.458461355,9954.0
3.484721920,9982.0
3.510982485,9814.0
3.537243050,10079.0
3.563503615,9714.0
3.589764180,9805.0
3.616024745,9753.0
3.642285310,10012.0
3.668545875,10042.0
3.694806440,9962.0
3.721067005,10051.0
3.747327570,10244.0
3.773588135,10409.0
3.799848700,10523.0
3.826109265,10494.0
3.852369830,10704.0
3.878630395,10591.0
3.904890960,10924.0
3.931151526,11024.0
3.957412091,11443.0
3.983672656,11687.0
4.009933221,11678.0
4.036193786,11986.0
4.062454351,12137.0
4.088714916,12379.0
4.114975481,12774.0
4.141236046,13035.0
4.167496611,13563.0
4.193757176,13644.0
4.220017741,14062.0
4.246278306,14216.0
4.272538871,14572.0
4.298799436,14910.0
4.325060001,15433.0
4.351320566,15983.0
4.377581131,16118.0
4.403841696,16261.0
4.430102261,16768.0
4.456362826,16864.0
4.482623391,17121.0
4.508883956,17395.0
4.535144521,17902.0
4.561405086,17756.0
4.587665651,17955.0
4.613926216,18019.0
4.640186781,18347.0
4.666447346,18254.0
4.692707911,18027.0
4.718968476,17905.0
4.745229041,17731.0
4.771489606,17423.0
4.797750171,17283.0
4.824010736,16972.0
4.850271301,16578.0
4.876531866,16462.0
4.902792431,15999.0
4.929052996,15656.0
4.955313561,15298.0
4.981574126,15090.0
5.007834691,14784.0
5.034095256,14326.0
5.060355821,14157.0
5.086616386,13590.0
5.112876951,13428.0
5.139137516,12921.0
5.165398081,12626.0
5.191658646,12467.0
5.217919211,12212.0
5.244179776,11827.0
5.270440341,11474.0
5.296700906,11092.0
5.322961471,10953.0
5.349222036,10767.0
5.375482601,10680.0
5.401743166,10250.0
5.428003731,9987.0
5.454264296,9762.0
5.480524861,9728.0
5.506785426,9621.0
5.533045991,9438.0
5.559306556,9164.0
5.585567121,8768.0
5.611827686,8616.0
5.638088251,8523.0
5.664348816,8473.0
5.690609381,8319.0
5.716869946,8052.0
5.743130511,8089.0
5.769391076,7800.0
5.795651641,7862.0
5.821912206,7722.0
5.848172771,7601.0
5.874433336,7602.0
5.900693901,7420.0
5.926954466,7427.0
5.953215031,7266.0
5.979475596,7242.0
6.005736161,7315.0
6.031996726,6933.0
6.058257291,6888.0
6.084517856,6830.0
6.110778421,7080.0
6.137038986,6740.0
6.163299551,6843.0
6.189560116,6744.0
6.215820681,6641.0
6.242081246,6704.0
6.268341811,6563.0
6.294602376,6602.0
6.320862941,6506.0
6.347123506,6564.0
6.373384071,6448.0
6.399644636,6364.0
6.425905201,6158.0
6.452165766,6373.0
6.478426331,6182.0
6.504686896,6313.0
6.530947461,6232.0
6.557208026,6179.0
6.583468591,6282.0
6.609729156,6034.0
6.635989721,6195.0
6.662250286,6111.0
6.688510851,6150.0
6.714771416,6172.0
6.741031981,6129.0
6.767292546,6147.0
6.793553111,6054.0
6.819813676,6080.0
6.846074241,6138.0
6.872334806,5996.0
6.898595371,6152.0
6.924855936,5972.0
6.951116501,6049.0
6.977377066,5934.0
7.003637631,5960.0
7.029898196,6168.0
7.056158761,5991.0
7.082419326,6025.0
7.108679891,5964.0
7.134940456,6104.0
7.161201021,6038.0
7.187461586,6256.0
7.213722151,6290.0
7.239982716,6003.0
7.266243281,6087.0
7.292503846,6139.0
7.318764411,6240.0
7.345024976,6178.0
7.371285541,6157.0
7.397546106,6296.0
7.423806671,6233.0
7.450067236,6352.0
7.476327801,6447.0
7.502588366,6385.0
7.528848931,6416.0
7.555109496,6435.0
7.581370061,6617.0
7.607630626,6628.0
7.633891191,6623.0
7.660151756,6502.0
7.686412321,6725.0
7.712672887,6694.0
7.738933452,6771.0
7.765194017,6759.0
7.791454582,6830.0
7.817715147,6877.0
7.843975712,6699.0
7.870236277,6835.0
7.896496842,6970.0
7.922757407,6793.0
7.949017972,7072.0
7.975278537,6980.0
8.001539102,6725.0
8.027799667,6989.0
8.054060232,6923.0
8.080320797,6916.0
8.106581362,7025.0
8.132841927,6785.0
8.159102492,6780.0
8.185363057,6838.0
8.211623622,6901.0
8.237884187,6660.0
8.264144752,6578.0
8.290405317,6468.0
8.316665882,6355.0
8.342926447,6486.0
8.369187012,6519.0
8.395447577,6346.0
8.421708142,6297.0
8.447968707,6072.0
8.474229272,6171.0
8.500489837,6039.0
8.526750402,6117.0
8.553010967,5972.0
8.579271532,5958.0
8.605532097,5861.0
8.631792662,5919.0
8.658053227,5854.0
8.684313792,5756.0
8.710574357,5505.0
8.736834922,5584.0
8.763095487,5572.0
8.789356052,5510.0
8.815616617,5269.0
8.841877182,5477.0
8.868137747,5159.0
8.894398312,5272.0
8.920658877,5117.0
8.946919442,5101.0
8.973180007,5128.0
8.999440572,5163.0
9.025701137,4986.0
9.051961702,4923.0
9.078222267,4994.0
9.104482832,4988.0
9.130743397,4946.0
9.157003962,4892.0
9.183264527,4907.0
9.209525092,4795.0
9.235785657,4883.0
9.262046222,4875.0
9.288306787,4864.0
9.314567352,4781.0
9.340827917,4779.0
9.367088482,4610.0
9.393349047,4761.0
9.419609612,4725.0
9.445870177,4832.0
9.472130742,4821.0
9.498391307,4591.0
9.524651872,4608.0
9.550912437,4660.0
9.577173002,4513.0
9.603433567,4534.0
9.629694132,4625.0
9.655954697,4576.0
9.682215262,4559.0
9.708475827,4634.0
9.734736392,4561.0
9.760996957,4392.0
9.787257522,4519.0
9.813518087,4515.0
9.839778652,4515.0
9.866039217,4380.0
9.892299782,4422.0
9.918560347,4429.0
9.944820912,4536.0
9.971081477,4470.0
9.997342042,4420.0
10.023602607,4413.0
10.049863172,4267.0
10.076123737,4326.0
10.102384302,4445.0
10.128644867,4302.0
10.154905432,4297.0
10.181165997,4389.0
10.207426562,4322.0
10.233687127,4280.0
10.259947692,4265.0
10.286208257,4456.0
10.312468822,4195.0
10.338729387,4304.0
10.364989952,4260.0
10.391250517,4196.0
10.417511082,4233.0
10.443771647,4308.0
10.470032212,4266.0
10.496292777,4288.0
10.522553342,4226.0
10.548813907,4237.0
10.575074472,4229.0
10.601335037,4119.0
10.627595602,4129.0
10.653856167,4264.0
10.680116732,4184.0
10.706377297,4235.0
10.732637862,4124.0
10.758898427,4198.0
10.785158992,4230.0
10.811419557,4140.0
10.837680122,4079.0
10.863940687,4171.0
10.890201252,4123.0
10.916461817,3998.0
10.942722382,4117.0
10.968982947,4163.0
10.995243512,4085.0
11.021504077,4023.0
11.047764642,4149.0
11.074025207,4153.0
11.100285772,4129.0
11.126546337,4109.0
11.152806902,4083.0
11.179067467,4131.0
11.205328032,4145.0
11.231588597,4099.0
11.257849162,4079.0
11.284109727,3997.0
11.310370292,4109.0
11.336630857,4054.0
11.362891422,3987.0
11.389151987,4163.0
11.415412552,4137.0
11.441673117,4222.0
11.467933682,4112.0
11.494194247,4023.0
11.520454813,4008.0
11.546715378,3992.0
11.572975943,4143.0
11.599236508,4056.0
11.625497073,4074.0
11.651757638,3984.0
11.678018203,4014.0
11.704278768,4049.0
11.730539333,4005.0
11.756799898,4017.0
11.783060463,4097.0
11.809321028,3983.0
11.835581593,3987.0
11.861842158,3959.0
11.888102723,4011.0
11.914363288,4056.0
11.940623853,4020.0
11.966884418,4133.0
11.993144983,4014.0
12.019405548,4012.0
12.045666113,4034.0
12.071926678,4227.0
12.098187243,4049.0
12.124447808,4027.0
12.150708373,4077.0
12.176968938,4000.0
12.203229503,4117.0
12.229490068,3901.0
12.255750633,4061.0
12.282011198,3940.0
12.308271763,4095.0
12.334532328,3887.0
12.360792893,4032.0
12.387053458,4053.0
12.413314023,4106.0
12.439574588,4104.0
12.465835153,3893.0
12.492095718,3814.0
12.518356283,3935.0
12.544616848,3869.0
12.570877413,3783.0
12.597137978,3874.0
12.623398543,3848.0
12.649659108,3922.0
12.675919673,3990.0
12.702180238,3899.0
12.728440803,3847.0
12.754701368,3813.0
12.780961933,3892.0
12.807222498,3850.0
12.833483063,3800.0
12.859743628,3752.0
12.886004193,3733.0
12.912264758,3804.0
12.938525323,3675.0
12.964785888,3754.0
12.991046453,3687.0
13.017307018,3661.0
13.043567583,3580.0
13.069828148,3694.0
13.096088713,3708.0
13.122349278,3534.0
13.148609843,3569.0
13.174870408,3617.0
13.201130973,3637.0
13.227391538,3612.0
13.253652103,3608.0
13.279912668,3524.0
13.306173233,3597.0
13.332433798,3473.0
13.358694363,3476.0
13.384954928,3517.0
13.411215493,3514.0
13.437476058,3484.0
13.463736623,3466.0
13.489997188,3544.0
13.516257753,3546.0
13.542518318,3416.0
13.568778883,3482.0
13.595039448,3444.0
13.621300013,3519.0
13.647560578,3528.0
13.673821143,3448.0
13.700081708,3433.0
13.726342273,3378.0
13.752602838,3418.0
13.778863403,3342.0
13.805123968,3367.0
13.831384533,3372.0
13.857645098,3312.0
13.883905663,3383.0
13.910166228,3357.0
13.936426793,3329.0
13.962687358,3346.0
13.988947923,3324.0
14.015208488,3393.0
14.041469053,3328.0
14.067729618,3327.0
14.093990183,3391.0
14.120250748,3346.0
14.146511313,3280.0
14.172771878,3336.0
14.199032443,3237.0
14.225293008,3264.0
14.251553573,3196.0
14.277814138,3286.0
14.304074703,3295.0
14.330335268,3302.0
14.356595833,3244.0
14.382856398,3316.0
14.409116963,3262.0
14.435377528,3218.0
14.461638093,3103.0
14.487898658,3222.0
14.514159223,3242.0
14.540419788,3120.0
14.566680353,3248.0
14.592940918,3159.0
14.619201483,3260.0
14.645462048,3207.0
14.671722613,3142.0
14.697983178,3238.0
14.724243743,3191.0
14.750504308,3153.0
14.776764873,3125.0
14.803025438,3161.0
14.829286003,3187.0
14.855546568,3164.0
14.881807133,3175.0
14.908067698,3232.0
14.934328263,3259.0
14.960588828,3132.0
14.986849393,3115.0
15.013109958,3056.0
15.039370523,3092.0
15.065631088,3117.0
15.091891653,3187.0
15.118152218,3059.0
15.144412783,3088.0
15.170673348,2990.0
15.196933913,3096.0
15.223194478,3060.0
15.249455043,3034.0
15.275715608,3108.0
15.301976173,3098.0
15.328236739,3174.0
15.354497304,3020.0
15.380757869,2982.0
15.407018434,3110.0
15.433278999,3009.0
15.459539564,3092.0
15.485800129,2900.0
15.512060694,2984.0
15.538321259,3013.0
15.564581824,3035.0
15.590842389,3061.0
15.617102954,3071.0
15.643363519,2937.0
15.669624084,3044.0
15.695884649,3005.0
15.722145214,2908.0
15.748405779,3027.0
15.774666344,3040.0
15.800926909,3087.0
15.827187474,3016.0
15.853448039,3003.0
15.879708604,2919.0
15.905969169,2995.0
15.932229734,3040.0
15.958490299,3037.0
15.984750864,2932.0
16.011011429,3021.0
16.037271994,2878.0
16.063532559,2932.0
16.089793124,3062.0
16.116053689,2964.0
16.142314254,2846.0
16.168574819,3016.0
16.194835384,2922.0
16.221095949,2938.0
16.247356514,2858.0
16.273617079,2854.0
16.299877644,2829.0
16.326138209,2916.0
16.352398774,2831.0
16.378659339,2907.0
16.404919904,2819.0
16.431180469,2900.0
16.457441034,2893.0
16.483701599,2905.0
16.509962164,2885.0
16.536222729,2881.0
16.562483294,2841.0
16.588743859,2848.0
16.615004424,2896.0
16.641264989,2832.0
16.667525554,2828.0
16.693786119,2776.0
16.720046684,2825.0
16.746307249,2873.0
16.772567814,2799.0
16.798828379,2861.0
16.825088944,2784.0
16.851349509,2707.0
16.877610074,2885.0
16.903870639,2880.0
16.930131204,2755.0
16.956391769,2740.0
16.982652334,2643.0
17.008912899,2765.0
17.035173464,2776.0
17.061434029,2832.0
17.087694594,2764.0
17.113955159,2805.0
17.140215724,2709.0
17.166476289,2799.0
17.192736854,2761.0
17.218997419,2717.0
17.245257984,2753.0
17.271518549,2663.0
17.297779114,2743.0
17.324039679,2777.0
17.350300244,2714.0
17.376560809,2654.0
17.402821374,2663.0
17.429081939,2579.0
