2theta,Intensity
0.0,68616.25215981246
0.05,735210.0454863393
0.1,788640.7782287266
0.15,825714.4138217361
0.2,865464.4849805455
0.25,908154.896147146
0.3,954082.8915927599
0.35,1003584.2392172144
0.4,1057039.3794004852
0.45,1114880.7497767254
0.5,1177601.5500754872
0.55,1245766.279830646
0.6,1320023.4708233061
0.65,1401121.152476828
0.7,1489925.7415422862
0.75,1587445.2504935148
0.8,1694857.980621056
0.85,1813548.2321553708
0.9,1961323.2546355156
0.95,2957454.863950449
1.0,3360409.9710460887
1.05,3595863.7690864075
1.1,3858407.108208808
1.15,4152540.2607423803
1.2,4483765.460977049
1.25,4858871.860202532
1.3,5286320.705846393
1.35,5776773.38105899
1.4,6343826.541967399
1.45,7005053.083307184
1.5,7783504.04699779
1.55,8709921.166321825
1.6,9855554.847526949
1.65,11220753.918092465
1.7,12916124.831294488
1.75,15062062.631144753
1.8,17840258.7731104
1.85,21535519.022403438
1.9,26615036.259542838
1.95,33891041.12790707
2.0,44949555.64682816
2.05,64132932.12056576
2.1,108202748.22747475
2.15,234332885.56278592
2.2,6855978887.652309
2.25,7798688885.600428
2.3,8690642027.350515
2.35,8584121602.770636
2.4,8167482390.805104
2.45,8166814563.297226
2.5,8466981718.73842
2.55,8879162385.5445
2.6,9346616707.463985
2.65,9862168326.710886
2.7,10427860518.912823
2.75,11052408489.396852
2.8,11735285076.69777
2.85,12484394064.234924
2.9,13311903620.084623
2.95,14230738410.173807
3.0,15266679441.711681
3.05,16503390811.362473
3.1,18194495459.068413
3.15,20585403998.378014
3.2,22945277052.2637
3.25,24047251831.64492
3.3,24925899353.549072
3.35,26600053917.78763
3.4,28984674136.9494
3.45,31880981345.423996
3.5,35282023409.58405
3.55,39277376570.040596
3.6,44002720449.0343
3.65,49641906947.59568
3.7,56442912999.55869
3.75,64751500003.74713
3.8,75045520421.1903
3.85,87972555305.11745
3.9,104474782506.4593
3.95,126074642768.18225
4.0,155117886027.81274
4.05,195390178611.1749
4.1,253514612458.16446
4.15,341695083397.56433
4.2,484586498925.8427
4.25,767807873263.416
4.3,1652490687477.6663
4.35,4751914141298.824
4.4,11450413852679.725
4.45,15980465894341.01
4.5,10551269376158.51
4.55,4195032800692.013
4.6,1478269553147.148
4.65,720355805734.3099
4.7,464638170616.94806
4.75,331095041423.595
4.8,248270787762.6118
4.85,193893339386.46713
4.9,158414210945.36966
4.95,137494871140.39957
5.0,123508124384.84439
5.05,105560991919.3739
5.1,86724604026.35268
5.15,72447165492.51697
5.2,61921614419.01907
5.25,54197243715.71837
5.3,48476403026.77441
5.35,44039363737.56178
5.4,40483675997.78444
5.45,37935536005.55931
5.5,35677107639.232315
5.55,33935410580.347626
5.6,32676816222.53324
5.65,31890966943.030212
5.7,31602055160.299644
5.75,31911630234.29685
5.8,33070538569.013058
5.85,35316542377.61996
5.9,38431330016.15553
5.95,42651664442.30744
6.0,48764104352.21142
6.05,56938461077.40792
6.1,69316221964.03168
6.15,91509546602.8326
6.2,141650540689.69403
6.25,295679865720.8308
6.3,749773479651.7096
6.35,1620201253347.318
6.4,2334119429207.1626
6.45,2042617804967.0066
6.5,1128613590013.2168
6.55,464267429037.3712
6.6,193558113860.89386
