2theta,Intensity
0.0,0.00741734
0.05,0.00776265
0.1,0.06910327
0.15,0.07231989
0.2,0.07576642
0.25,0.07946533
0.3,0.08344186
0.35,0.0877245
0.4,0.09234551
0.45,0.09734147
0.5,0.1027541
0.55,0.10863104
0.6,0.11502695
0.65,0.12200478
0.7,0.12963734
0.75,0.13800917
0.8,0.14721891
0.85,0.15738224
0.9,0.16863549
0.95,0.18114026
1.0,2.42100399
1.05,2.54019185
1.1,2.6687314
1.15,2.80768422
1.2,2.95827937
1.25,3.12194938
1.3,3.30037656
1.35,3.49555337
1.4,3.70986262
1.45,3.94618573
1.5,4.20805192
1.55,4.49984879
1.6,4.8441718
1.65,5.21488196
1.7,5.63777723
1.75,6.12577473
1.8,6.69708299
1.85,7.3784642
1.9,8.21130416
1.95,9.26402698
2.0,10.66793356
2.05,12.80763719
2.1,17.13968745
2.15,27.24695541
2.2,6346172177.592059
2.25,6638698373.610218
2.3,6951919191.864533
2.35,7287832886.07786
2.4,7648684795.874247
2.45,8037005380.0673065
2.5,8455652971.838705
2.55,8907868631.003807
2.6,9397337586.704288
2.65,9928264767.77371
2.7,10505465235.943914
2.75,11134473522.496422
2.8,11821676509.65654
2.85,12574475839.487144
2.9,13401487572.67814
2.95,14312789197.093805
3.0,15320227250.585129
3.05,16437803202.056135
3.1,17682161259.90644
3.15,19073209699.775753
3.2,20634917696.737694
3.25,22396348925.408493
3.3,24393025119.825275
3.35,26668721654.40907
3.4,29277869289.14857
3.45,32288823798.305973
3.5,35788363249.20724
3.55,39887969285.23971
3.6,44732750396.66493
3.65,50514354141.88419
3.7,57490036928.830154
3.75,66011477197.61678
3.8,76569438778.57219
3.85,89865035062.5425
3.9,106927242793.35632
3.95,129314141432.88902
4.0,159472935741.013
4.05,201417814236.493
4.1,262086077336.90012
4.15,354302413799.2904
4.2,506821109238.86804
4.25,818439336785.4475
4.3,1831971140524.141
4.35,5300319569925.913
4.4,12292860328415.566
4.45,15960088234083.145
4.5,9831346462481.506
4.55,3771384597739.4893
