2theta,Intensity
0.0,36915.39356658022
0.05,773726.1091501757
0.1,4344252.75289507
0.15,6239889.095000031
0.2,6612202.852126641
0.25,6930127.220627387
0.3,7271541.261306822
0.35,7638816.950014604
0.4,8034633.352119371
0.45,8462025.58867465
0.5,8924443.158098197
0.55,9429024.091257371
0.6,9981657.478864254
0.65,10589575.327897599
0.7,11312736.344413022
0.75,12153870.852634892
0.8,13259071.20802035
0.85,14570684.773788465
0.9,16367177.414447863
0.95,18338652.28336245
1.0,20324076.888221003
1.05,22501387.423577584
1.1,24937247.720173325
1.15,27451625.21814081
1.2,30105835.087532587
1.25,32906061.15215057
1.3,35921181.72144721
1.35,39273015.24044471
1.4,43096259.01962576
1.45,47485112.68212753
1.5,52585250.61914023
1.55,58595590.603458986
1.6,65765721.542895734
1.65,74427357.09631555
1.7,85155877.21147603
1.75,98408524.76024324
1.8,115178201.3818502
1.85,136919025.80729732
1.9,165892113.43125352
1.95,205790690.04725978
2.0,262986737.46528912
2.05,349633190.24034494
2.1,496328029.31831884
2.15,826113544.0329587
2.2,1837390460.9857638
2.25,4719045184.842026
2.3,11919861240.840034
2.35,16605007436.926107
2.4,14189599730.21071
2.45,8970107633.165318
2.5,5852426861.451207
2.55,4877452664.831089
2.6,4737453606.535809
2.65,4844794006.391558
2.7,5066284227.4722395
2.75,5379703185.513125
2.8,5780827203.304708
2.85,6281976727.610804
2.9,6928880219.514927
2.95,7823245570.276671
3.0,9024978257.323694
3.05,10566094781.92903
3.1,12447837372.452326
3.15,14240560658.176865
3.2,15361820672.631512
3.25,16053802480.784014
3.3,16699726699.925985
3.35,17219193450.710403
3.4,17480030698.56791
3.45,17629004583.27712
3.5,17913421079.337128
3.55,18538219017.925293
3.6,19624174702.055077
3.65,21208074609.58169
3.7,23276368871.8219
3.75,25872156456.833923
3.8,29109753503.70813
3.85,33158938433.934128
3.9,38240171148.049774
3.95,44527029319.05044
4.0,52272936377.3849
4.05,62249096848.081566
4.1,75616815301.60696
4.15,94015894109.98318
4.2,120162289525.48259
4.25,158964230479.0359
4.3,220496876176.48062
4.35,336191966037.80554
4.4,663682457324.4869
4.45,1786453528161.6812
4.5,4448896328966.849
4.55,7150025034136.886
4.6,6222375249917.643
4.65,3351846063919.664
4.7,1448078146583.3584
4.75,675555389921.3993
4.8,425926911421.615
4.85,377557432704.8192
4.9,427064125586.84814
4.95,524412575105.3837
5.0,620745336075.9044
5.05,670858259359.8492
5.1,649408884312.8104
5.15,575425301642.0244
5.2,492020151696.35736
5.25,410718695490.0883
5.3,329072417850.8155
5.35,250758241822.9165
5.4,182492314844.4722
5.45,129995523344.89275
5.5,93739562861.55305
5.55,70920922293.57385
5.6,56592377955.63744
5.65,47384539467.15839
5.7,41245978740.47073
5.75,36504087176.480576
5.8,33414981348.701046
5.85,33237036158.47123
5.9,35415478155.42405
5.95,40447306981.74822
6.0,50616142355.674835
6.05,64536562112.88663
6.1,77963905777.34608
6.15,92251340303.16368
6.2,109079910050.09753
6.25,126315834764.71309
6.3,143059511952.05664
6.35,158082301027.39575
6.4,165548139792.13977
6.45,166785463107.38394
6.5,169722895617.24954
6.55,175133821513.2263
6.6,178818819078.4403
6.65,178637358440.6689
6.7,173882739924.91705
6.75,168819202990.67188
6.8,160259605518.6788
6.85,148325831595.56595
6.9,130584773579.36087
6.95,110328082135.32698
7.0,90337032234.37654
7.05,71733165440.04019
7.1,54577241047.653915
7.15,40035909898.85932
7.2,30319219378.84621
7.25,24837226695.02347
7.3,21219447857.3867
7.35,18601500529.788925
7.4,16627196271.25516
7.45,15057556837.874622
7.5,14613508033.55336
7.55,15801269515.446552
7.6,17663431371.736073
7.65,19820177310.460625
7.7,24343417581.67654
7.75,35593908909.05759
7.8,63631526443.20349
7.85,112210546781.90962
7.9,148919933968.28818
7.95,143474532034.28036
8.0,125008315105.47609
8.05,117049169914.03102
8.1,116238749491.89415
8.15,116385319171.94203
8.2,115175592056.91081
8.25,111342297570.56339
8.3,104535274618.90321
8.35,97498481776.68143
8.4,90406165722.00331
8.45,83268951280.93219
8.5,78028312552.06363
8.55,73853162346.16472
8.6,69672987977.06406
8.65,65616123488.73396
8.7,61871765439.022446
8.75,57215638897.034225
8.8,50811557540.98089
8.85,45864220248.89384
8.9,43581412740.66491
8.95,43742406866.88059
9.0,49983092115.406876
9.05,67377527229.59638
9.1,91534331580.15356
9.15,105081769190.26602
9.2,104211884795.47433
9.25,99677505376.70764
9.3,96528885749.42665
9.35,91155893237.395
9.4,81244079767.08076
9.45,69566933924.00562
9.5,59725071891.77845
9.55,52606578542.65624
9.6,47925010263.616745
9.65,44902170714.315315
9.7,43190633366.624504
9.75,42534772907.598656
9.8,42048659548.6787
9.85,41161508422.764175
9.9,40981174171.89416
9.95,42356149001.840836
10.0,44565804292.2897
10.05,45924961082.2159
10.1,46716380666.94622
10.15,49504718470.10117
10.2,54703711981.09114
10.25,59677785164.82895
10.3,63071033498.17871
10.35,65638862472.13842
10.4,68584675622.60099
10.45,70863983100.50507
10.5,71733227728.39633
10.55,71232759130.63116
10.6,69916475889.89703
10.65,69233812882.64757
10.7,68213207220.5012
10.75,65104132440.4394
10.8,61304366094.93886
10.85,59110148284.319954
10.9,56708186207.82067
10.95,54035010899.37538
11.0,52074760294.24401
11.05,50594589298.851166
11.1,50247322947.58749
11.15,51251968362.94861
11.2,52049796463.93468
11.25,52417640683.48508
11.3,52672624330.04882
11.35,51745369593.88591
11.4,49888543528.128586
11.45,48804317212.47472
11.5,47813798213.2912
11.55,46595361583.04202
11.6,46846943900.94149
11.65,48323327187.7833
11.7,49171045876.83493
11.75,49034151081.64817
11.8,48868770560.547806
11.85,48830839615.40841
11.9,48202426955.44943
11.95,47154891148.99423
12.0,47652484119.95079
12.05,49164311257.80995
12.1,48306867896.18499
12.15,45059349117.06764
12.2,41844191435.00794
12.25,39079528062.30279
12.3,36820894058.87187
12.35,35465113194.908226
12.4,35006497880.14373
12.45,34642587163.46784
12.5,33269166539.049988
12.55,31388477114.09617
12.6,30313464285.325386
12.65,29927682112.674374
12.7,29065247715.42862
12.75,28246345911.09418
12.8,28080935440.298454
12.85,28291756831.296715
12.9,28885486431.440144
12.95,29827816207.4827
13.0,30404138977.481003
13.05,30332090093.263428
13.1,29891478841.304035
13.15,29587749488.949757
13.2,29302806416.597466
13.25,28982195914.402992
13.3,28731808326.751816
13.35,28882574044.631466
13.4,29473548257.25112
13.45,30127057576.208984
13.5,31408602016.633896
13.55,33236294390.41472
13.6,35121740101.06376
13.65,37070093807.93231
13.7,39313084867.08935
13.75,42329446526.90944
13.8,46170244293.61582
13.85,49265690104.29719
13.9,50740887727.620735
13.95,50546597833.87956
14.0,48700571959.37521
14.05,46795476910.816826
14.1,45767386829.86219
14.15,44934600954.909325
14.2,43893743285.55237
14.25,42414655317.78543
14.3,41134734468.511215
14.35,40041782706.646835
14.4,39478097383.72398
14.45,39607680688.024254
14.5,40198948151.92821
14.55,40770446645.352455
14.6,40636348633.268036
14.65,40550492075.877144
14.7,40919093149.28276
14.75,41968510074.231674
14.8,43276230002.144035
14.85,43448413447.71627
14.9,42890821245.20775
14.95,41817738649.82882
15.0,40595435551.27901
15.05,39960381430.99682
15.1,39341936321.95407
15.15,38844811970.829185
15.2,39000230597.13175
15.25,39004852534.82143
15.3,37872980734.77731
15.35,35848523827.353004
15.4,33874550096.328022
15.45,32727977434.240345
15.5,32144384523.23082
15.55,31799802210.120243
15.6,31861385296.023212
15.65,32717172447.344448
15.7,35307435213.66502
15.75,40259757433.03672
15.8,45305151353.33071
15.85,46414163923.73459
15.9,43827759349.881096
15.95,40528102780.376175
16.0,37843084217.75734
16.05,35408454362.43388
16.1,33343225866.958572
16.15,31745980636.78288
16.2,30490569652.065327
16.25,30243357238.59235
16.3,31451697887.322426
16.35,33626067548.951958
16.4,35917683655.04158
16.45,37526551016.529884
16.5,38058657059.89949
16.55,37862881409.247765
16.6,37310969865.59797
16.65,36396950953.737015
16.7,35562342927.13418
16.75,35570087256.21104
16.8,36187738288.04432
16.85,36173644910.23898
16.9,35837271247.32565
16.95,35878612287.083885
17.0,35863477156.70627
17.05,35781558758.79097
17.1,36037028076.04446
17.15,36750837276.84613
17.2,37184488453.5727
17.25,36834889164.15955
17.3,35881853860.03549
17.35,35006293435.803535
17.4,34095729756.99374
17.45,33107613203.60491
17.5,32326455587.693554
17.55,31715797810.039032
17.6,30776317368.541706
17.65,29303615485.173515
17.7,28099790238.630863
17.75,28009797403.624866
17.8,28680214724.798004
17.85,28892925522.74984
17.9,28480480112.87947
17.95,27987784837.746235
18.0,27382883150.16498
18.05,26736607485.657402
18.1,26381363807.684635
18.15,26035469682.927155
18.2,25366246836.204197
18.25,24702034741.28581
18.3,24429667760.927895
18.35,24326465453.805164
18.4,24273027800.89999
18.45,24192834620.76123
18.5,24083207348.826946
18.55,23720220335.79387
18.6,23509538583.738316
18.65,23681892277.77168
18.7,23820200155.81195
18.75,23883573123.02099
18.8,23917508185.149986
18.85,23947296174.86825
18.9,24230064297.964485
18.95,24752215960.795265
19.0,25306350659.621956
19.05,25878442533.326595
19.1,26421529153.09857
19.15,26775944597.342896
19.2,26848495547.63755
19.25,26795941617.559666
19.3,27231851537.55308
19.35,27906625645.31409
19.4,28228934800.852978
19.45,28329117212.958385
19.5,28454413628.197735
19.55,28977896008.29601
19.6,29598105960.248768
19.65,30085325411.865627
19.7,30414138390.51883
19.75,31356797703.657063
19.8,33972148503.458103
