2theta,Intensity
0.0,13588465.33511581
0.05,19412913.374769304
0.1,25083830.921745494
0.15,28834748.160873137
0.2,31832616.165348694
0.25,34710096.142019734
0.3,37372446.58414475
0.35,40325397.68023728
0.4,43739338.647580676
0.45,47110575.6639076
0.5,50943168.78541732
0.55,54705024.579302125
0.6,58777279.88028114
0.65,63150530.59617927
0.7,68099506.90141173
0.75,73350730.09439605
0.8,79084867.79158533
0.85,85430051.25375272
0.9,92407223.12641887
0.95,100382846.62157041
1.0,108932227.56807007
1.05,118569945.26264809
1.1,129611162.69887471
1.15,141756617.086768
1.2,155629347.0789806
1.25,171642053.7907353
1.3,190162964.5584203
1.35,211925876.94952834
1.4,237425169.93739894
1.45,267745250.6935993
1.5,304386567.80476385
1.55,349470335.9487044
1.6,406304321.8000761
1.65,480596020.2814692
1.7,578611127.243199
1.75,711417265.9388055
1.8,900231494.2926071
1.85,1188267830.5882285
1.9,1715742488.523409
1.95,3162132437.4578786
2.0,7742105609.794307
2.05,17395399282.252254
2.1,25085255947.110832
2.15,21053129842.456047
2.2,18152141281.304844
2.25,25607765302.34265
2.3,33254333855.99153
2.35,32475241809.868835
2.4,26683545014.756493
2.45,21052013251.589455
2.5,17658803583.683746
2.55,16140695890.990873
2.6,16250980189.416437
2.65,16826123784.766562
2.7,17050131862.262676
2.75,16952642015.429241
2.8,16747048133.280308
2.85,16817102145.011877
2.9,17243827984.3892
2.95,17941067018.49773
3.0,18481748286.94696
3.05,19027246833.695812
3.1,19858683007.73933
3.15,20948556813.710175
3.2,22003829412.9675
3.25,22912177870.320652
3.3,24130945821.247963
3.35,25300550205.18049
3.4,26296591366.145008
3.45,27731726554.52496
3.5,29667797013.58649
3.55,31978097247.00596
3.6,34378551314.65905
3.65,36639136867.63044
3.7,39246814184.17997
3.75,42879603746.706635
3.8,48398506330.97642
3.85,56884481551.619865
3.9,67928577699.886406
3.95,78688520707.61084
4.0,89221478188.57968
4.05,102971823171.38716
4.1,122959905970.49413
4.15,150731136471.94037
4.2,186456883091.2409
4.25,233737710602.62973
4.3,312173195664.26636
4.35,494432382946.3597
4.4,1055777790063.6205
4.45,2531723176119.8086
4.5,4816134149909.357
4.55,6256479239656.902
4.6,6355004947257.895
4.65,5951892201215.251
4.7,5382562982835.592
4.75,4694431758112.954
4.8,3847851264764.088
4.85,3038171375154.823
4.9,2407755134505.545
4.95,1982635103779.2053
5.0,1605472736698.8152
5.05,1226734815189.5662
5.1,922791269333.0591
5.15,713143963085.9677
5.2,581888025081.4419
5.25,515238763773.93787
5.3,467520733338.2618
5.35,404038346158.2911
5.4,349616832693.1868
5.45,333519010836.1269
5.5,343057957578.9017
5.55,334177661475.05
5.6,301364089999.6146
5.65,271597577898.47726
5.7,248825545815.176
5.75,228223942071.32336
5.8,203223691476.17834
5.85,178351231092.49985
5.9,159624263576.85678
5.95,143785903763.48132
6.0,124117291559.30226
6.05,104220682897.28313
6.1,88970377715.6777
6.15,78528735042.67226
6.2,71065722428.11429
6.25,66861159610.58653
6.3,65264460906.21994
6.35,61478090558.86668
6.4,55536917853.89814
6.45,49314052300.866356
6.5,45157045093.761536
6.55,44139468052.04609
6.6,44532592672.683365
6.65,44356762071.92523
6.7,42420855800.892235
6.75,39146627678.0084
6.8,36932424586.14943
6.85,36145774129.49879
6.9,35227219224.950165
6.95,33125561534.894314
7.0,30635219042.93504
7.05,29337260221.910843
7.1,29745105202.246597
7.15,30827514914.596184
7.2,32055360649.43333
7.25,32945884954.0141
7.3,32654632783.16173
7.35,32190378848.4024
7.4,32863283487.667896
7.45,34401391223.810356
7.5,35610611809.35224
7.55,36307305451.96801
7.6,39622959222.18593
7.65,52637674573.69038
7.7,95593508030.82977
7.75,200014712131.9253
7.8,337879774411.17175
7.85,391684934451.6677
7.9,356567075453.6862
7.95,314995427091.5316
8.0,288720730275.1491
8.05,267949022464.8265
8.1,258386251848.94876
8.15,265917170900.21915
8.2,285679669883.6526
8.25,306067662540.57697
8.3,315405420175.22144
8.35,292681217039.77673
8.4,259955805722.838
8.45,234495917497.85675
8.5,206549473689.6501
8.55,181066755917.09753
8.6,160530199835.71124
8.65,146213030404.70135
8.7,135016170634.65273
8.75,120368831937.6941
8.8,105358256039.4345
8.85,99697687512.88756
8.9,110383188159.1852
8.95,150623048536.45203
9.0,216737430826.3201
9.05,255135930062.42175
9.1,247980095911.08884
9.15,225902644616.65985
9.2,212605262223.52948
9.25,209835651548.60275
9.3,201421712992.36493
9.35,190255576617.9161
9.4,185951328994.822
9.45,183702811550.13904
9.5,177285099533.37405
9.55,165234348842.88834
9.6,152908540455.7256
9.65,143924153473.2897
9.7,132449803262.14462
