2theta,Intensity
0.0,2991291.8687303048
0.05,3129915.207569811
0.1,3278399.4742142265
0.15,3437702.2648863727
0.2,3608900.2572934353
0.25,3793207.425605882
0.3,3991996.5894537037
0.35,4206825.012731941
0.4,4439464.945565174
0.45,4691940.230636051
0.5,4966570.389354145
0.55,5266023.985950825
0.6,5593383.568584079
0.65,5952225.1474779025
0.7,6376224.020311156
0.75,7009020.984801456
0.8,8137292.948086326
0.85,9618851.014717085
0.9,11223697.416389864
0.95,12935279.973227754
1.0,14624086.735130308
1.05,16207239.095922215
1.1,17501865.03899484
1.15,18900059.768199053
1.2,20479574.837437116
1.25,22280952.543011438
1.3,24349927.17184627
1.35,26745015.8104196
1.4,29542127.263192594
1.45,32841246.69908451
1.5,36776339.30734038
1.55,41530375.639190525
1.6,47436127.211331636
1.65,54791494.712877676
1.7,64044895.42946525
1.75,76094917.06854261
1.8,92236145.26104005
1.85,114612744.46840656
1.9,146979728.7002218
1.95,196457325.56010062
2.0,280173344.29618967
2.05,472456791.69239503
2.1,1138655005.426255
2.15,3168192920.9605823
2.2,10186785771.50629
2.25,13332169065.024954
2.3,10489621598.834682
2.35,8393947383.552204
2.4,7861470514.179859
2.45,7988767144.316218
2.5,8301366853.779691
2.55,8708283685.324968
2.6,9205332677.825369
2.65,9759938565.213434
2.7,10383679535.943964
2.75,11049826314.15182
2.8,11785844075.432663
2.85,12642339212.012383
2.9,13756072937.033916
2.95,15398966682.874596
3.0,17834491001.77956
3.05,20757871542.91201
3.1,23366248419.734314
3.15,25197144260.686485
3.2,26365527163.37029
3.25,26908594525.531624
3.3,26996873530.99545
3.35,27387442447.543793
3.4,28799981228.974995
3.45,31173358640.197983
3.5,34241209240.17013
3.55,37923609014.95849
3.6,42293536936.21284
3.65,47504120648.904755
3.7,53773691963.66731
3.75,61425619989.7573
3.8,70922926631.45406
3.85,82794592347.43425
3.9,97631325069.52444
3.95,116705083947.83128
4.0,142130980135.51828
4.05,176961466317.6566
4.1,226292022755.83862
4.15,299281209389.2834
4.2,413928323544.1034
4.25,619179236478.1556
4.3,1154999669505.4758
4.35,3079884071068.708
4.4,8284215312316.533
4.45,14773072587910.145
4.5,13205828057843.266
4.55,6340515793406.097
4.6,2254077507831.2417
4.65,950073241929.771
4.7,601335872534.2388
4.75,507810593925.1817
4.8,527850029152.94836
4.85,578219548867.2491
4.9,593624232457.5164
4.95,553917422760.3835
5.0,463229155905.39923
5.05,368554310234.30554
5.1,297989417092.3865
5.15,238231063723.55026
5.2,172665374783.75726
5.25,115988209913.16881
5.3,80911624257.86987
5.35,62528926162.50226
5.4,52920169209.25814
5.45,47224147030.58973
5.5,43674623040.19093
5.55,41154464671.62464
5.6,39699177540.411575
5.65,39276431195.387
5.7,39970573100.64752
5.75,42337116882.421196
5.8,48337010315.96911
5.85,62623457307.82783
5.9,91526289679.00876
5.95,142342200327.56094
6.0,223796562813.90857
6.05,331715022861.5121
6.1,444948415448.7792
6.15,543684718169.7903
6.2,605000492180.1665
6.25,625851269386.1915
6.3,629502351176.2433
6.35,639063392688.1515
6.4,643108077734.2678
6.45,619670434480.0862
6.5,563472175822.3672
6.55,474979211070.76105
6.6,352685621500.4094
6.65,223946542845.2637
6.7,124230792061.0514
6.75,69774295743.70062
6.8,42018276615.83614
6.85,29225829430.251026
6.9,23573117967.47197
6.95,20742127435.007763
7.0,19111764186.2567
7.05,18274993494.331593
7.1,18114512970.280186
7.15,18484473188.922108
7.2,19151311684.96546
7.25,19962657844.113644
7.3,21083413489.780014
7.35,23110325244.245148
7.4,26748434144.767326
7.45,33015155746.845512
7.5,44035286499.14359
7.55,66554474512.516785
7.6,132722058966.0863
7.65,330540160695.1248
7.7,692118372344.5741
7.75,878179461484.2775
7.8,620137590048.4536
7.85,339178908724.6502
7.9,231922458521.28455
7.95,205511764736.40048
8.0,178955880695.47076
8.05,148052725803.46158
8.1,123026693622.3667
8.15,100758880548.20343
8.2,78560533689.66081
8.25,59204800205.836784
8.3,44956734468.73437
8.35,35457031679.73061
8.4,30386558843.41807
8.45,30794733668.78789
8.5,37864816493.28228
8.55,52604357928.04047
8.6,77340176723.68396
8.65,111825311258.30478
8.7,149909608925.2794
8.75,181774642633.38208
8.8,207113375085.30786
8.85,260483453493.0309
8.9,367969121091.43243
8.95,432646610022.1957
9.0,376496639547.29065
9.05,310729685606.1258
9.1,278643299678.9339
9.15,251419764357.55286
9.2,210076218444.6349
9.25,160421806604.36707
9.3,118949871616.05835
9.35,88590819625.33292
9.4,64616773283.58179
9.45,45294408619.529854
9.5,35358602192.18845
9.55,36065066065.095024
9.6,46053507967.74287
9.65,62876222934.974724
9.7,83301902588.16795
9.75,105155018765.00285
9.8,124572235405.38115
9.85,138265831638.69556
9.9,145672467445.13364
9.95,148402857026.26178
10.0,149832602974.1006
10.05,151162164055.11798
10.1,148950036011.1226
10.15,143691446356.62106
10.2,135647974955.95058
10.25,123828393294.28313
10.3,109318688056.78143
10.35,91328794643.08618
10.4,69878603740.63184
10.45,51100460833.15949
10.5,38474817899.456726
10.55,31241023217.613636
10.6,27590655662.614285
10.65,26741528691.338566
10.7,27828070171.43387
10.75,29070457206.777843
10.8,29490739846.74984
10.85,29451309014.737366
10.9,29412098100.219875
10.95,29247384512.606415
11.0,28419306328.96351
11.05,26992908213.193607
11.1,24876020310.918804
11.15,22521025915.878597
11.2,20544530387.235737
11.25,19116807029.116333
11.3,18446473116.427086
11.35,18285172796.217148
11.4,18102067156.264126
11.45,18228129901.50261
11.5,18854292290.701443
11.55,19842614349.64722
11.6,21142559003.202763
11.65,23185009162.689175
11.7,28511932342.568237
11.75,43170810257.772285
11.8,69427056980.67741
11.85,89105629548.23798
11.9,86723444798.30241
11.95,74858920915.99065
12.0,62493875070.16865
12.05,52485149712.97965
12.1,45274212583.42139
12.15,40398817669.94915
12.2,37730426480.13007
12.25,38310699539.08499
12.3,43657747388.46266
12.35,53394633922.0892
12.4,65465915927.26791
12.45,74898265517.09222
12.5,76974535418.75063
12.55,73831966318.82556
12.6,71288499777.76346
12.65,71926141210.99338
12.7,75949336838.81519
12.75,82396066804.54169
12.8,88250202809.33069
12.85,89583720216.67068
12.9,86314617403.6819
12.95,78564002292.39594
13.0,67910816672.21587
13.05,58503324207.31915
13.1,51536501474.955154
13.15,46131141827.44053
13.2,42698755229.858826
13.25,40942692385.35075
13.3,40524506960.19576
13.35,39744356251.96238
13.4,37082732150.926704
13.45,33194768149.46824
13.5,30028102422.033943
13.55,27996774758.908936
13.6,26527814442.766415
13.65,25083527190.191906
13.7,24132504512.329887
13.75,23612569437.361366
13.8,22859117178.35711
13.85,21672451056.049503
13.9,20468239814.64324
13.95,19337078762.87851
14.0,17914653977.811203
14.05,16100355999.346916
14.1,14271533253.2824
14.15,12920920667.434383
14.2,12133829662.502676
14.25,11747597145.092485
14.3,11572748562.527927
14.35,11693575820.864185
14.4,12239248477.805769
14.45,13010748027.13792
14.5,13619947864.46141
14.55,13893680186.60239
14.6,13978751662.005127
14.65,14002377428.178455
14.7,13871158588.47508
14.75,13739519720.264193
14.8,13831280308.870148
14.85,14018855593.813652
14.9,14189322884.366182
14.95,14375013354.345194
15.0,14691178844.160826
15.05,15175094264.085943
15.1,15521856366.622784
15.15,15481471380.337173
15.2,15243039703.288115
15.25,15169560555.717453
15.3,15002440352.235472
15.35,14572680709.760984
15.4,14589300778.174082
15.45,16290580252.620722
15.5,19323198446.934113
15.55,21313697601.497227
15.6,20743372988.90006
15.65,19227111710.85439
15.7,18572229072.856895
15.75,18732908383.81814
15.8,19217338169.25509
15.85,19957246892.067787
15.9,20586915897.83391
15.95,20559339566.42989
16.0,19605097455.593906
16.05,18382309031.802395
16.1,17692333574.28857
16.15,17549990292.495975
16.2,17843421622.13846
16.25,18407692224.203655
16.3,18932598982.749397
16.35,19295003300.679348
16.4,19483796776.846027
16.45,19401783413.739964
16.5,18981429465.15511
16.55,18462108690.557297
16.6,17738323687.49569
16.65,16514761979.208197
16.7,15049969966.23949
16.75,13718390891.003141
16.8,12841993071.220936
16.85,12351800231.446835
16.9,11875835613.981737
16.95,11362586252.037788
17.0,11085759828.676376
17.05,10919198166.877502
17.1,10722692435.527563
17.15,10454435062.321106
17.2,10195119719.641573
17.25,9910255397.254864
17.3,9691664535.592617
17.35,9661875513.054115
17.4,9790957769.670782
17.45,10039160251.816607
17.5,10349969444.000029
17.55,10661051311.261118
17.6,10993912318.00314
17.65,11234747196.773743
17.7,11287725295.297544
17.75,11289220169.345638
17.8,11554521316.891565
17.85,12291038361.063486
17.9,13171447656.190691
17.95,13548414473.940487
18.0,13458637145.229727
18.05,13379106511.580898
18.1,13446043923.877197
18.15,13649907404.099115
18.2,13861912098.147757
18.25,13945588890.940851
18.3,13881585926.15074
18.35,13661136882.633121
18.4,13451786734.643188
18.45,13328829793.828873
18.5,13093540089.597958
18.55,12942493068.207083
18.6,12990012652.188915
18.65,13139823834.246794
18.7,13319037189.657225
18.75,13480443416.260754
18.8,13525190357.606287
