2theta,Intensity
0.0,3412944.061857247
0.05,4041250.5505408784
0.1,7536064.778164661
0.15,10994205.779403944
0.2,13527379.370441629
0.25,15281388.087655183
0.3,16841425.821979284
0.35,18391204.187482603
0.4,19943013.91573014
0.45,21904356.347074986
0.5,24085727.49537807
0.55,26581055.786728293
0.6,28358350.518640444
0.65,30032607.99234623
0.7,31827021.737444736
0.75,33788778.55368422
0.8,35939555.71871257
0.85,38304691.62061876
0.9,40913960.679661915
0.95,43802548.39165577
1.0,47012288.35116193
1.05,50593245.67609478
1.1,54605763.427342616
1.15,59130395.14478331
1.2,64411215.72006729
1.25,70621987.60348576
1.3,77493183.74363495
1.35,85369541.76527137
1.4,94672427.44821782
1.45,105715214.29191206
1.5,118529321.48205894
1.55,133718838.55601999
1.6,152174826.21423888
1.65,174865417.22932655
1.7,203023170.9897696
1.75,238611827.83262804
1.8,285119904.1086288
1.85,347831499.06785053
1.9,435811027.5098088
1.95,567362896.8005935
2.0,801016719.3553344
2.05,1400770102.067595
2.1,3156566756.2752733
2.15,6690203970.073239
2.2,9822981589.800953
2.25,10509528707.52438
2.3,13145045692.003134
2.35,18376741650.36523
2.4,19453529205.68304
2.45,16596136160.491459
2.5,13399842925.441671
2.55,11192616487.90548
2.6,10541345592.861599
2.65,11238628284.52923
2.7,12461460177.251377
2.75,13154085050.946806
2.8,12259575857.147139
2.85,10082602841.468838
2.9,8399248944.943918
2.95,7792127803.552017
3.0,7825339798.3154955
3.05,8103860896.023117
3.1,8496163477.182611
3.15,8966629693.011509
3.2,9633958474.518288
3.25,10553352413.13168
3.3,11775887676.271362
3.35,13281504029.363857
3.4,14861574371.579416
3.45,16719179809.38303
3.5,18373204441.28991
3.55,19667297784.021706
3.6,21249626214.696804
3.65,23395738289.958668
3.7,25629756163.166363
3.75,27654481936.93388
3.8,29965629906.305492
3.85,32971447433.204163
3.9,36313652303.379906
3.95,39738818484.23373
4.0,43820890876.55711
4.05,49204543199.41414
4.1,56053533347.3458
4.15,64635645855.04519
4.2,75709127737.02232
4.25,90508876996.77428
4.3,110768567651.58539
4.35,139574949989.47
4.4,184561563199.5509
4.45,263133720448.35498
4.5,400156750377.764
4.55,668298893052.4924
4.6,1377613758393.5396
4.65,2969473737925.132
4.7,4992674846312.146
4.75,5897656042652.712
4.8,5418800104121.121
4.85,4909930259599.638
4.9,4587312365712.406
4.95,3748763257763.059
5.0,2432010951620.7363
5.05,1269139774156.19
5.1,618757877720.3663
5.15,362930879160.0996
5.2,278757279861.84784
5.25,261057240971.8342
5.3,299811440888.68976
5.35,450678984228.5247
